observationID,deploymentID,mediaID,eventID,eventStart,eventEnd,observationLevel,observationType,cameraSetupType,scientificName,count,lifeStage,sex,behavior,individualID,individualPositionRadius,individualPositionAngle,individualSpeed,bboxX,bboxY,bboxWidth,bboxHeight,classificationMethod,classifiedBy,classificationTimestamp,classificationProbability,observationTags,observationComments
SYFW0019_1,LearningPlatformBeaver-2024-01-31-Wildlife_Camera,SYFW0019,sequence1,2024-01-27T08:07:30-0600,2024-01-27T08:07:30-0600,media,unclassified,,,,,,,,,,,,,,,,,,,,
SYFW0020_1,LearningPlatformBeaver-2024-01-31-Wildlife_Camera,SYFW0020,sequence1,2024-01-27T14:07:52-0600,2024-01-27T14:07:52-0600,media,unclassified,,,,,,,,,,,,,,,,,,,,
SYFW0021_1,LearningPlatformBeaver-2024-01-31-Wildlife_Camera,SYFW0021,sequence1,2024-01-27T14:08:38-0600,2024-01-27T14:08:38-0600,media,unclassified,,,,,,,,,,,,,,,,,,,,
SYFW0022_1,LearningPlatformBeaver-2024-01-31-Wildlife_Camera,SYFW0022,sequence1,2024-01-27T08:08:50-0600,2024-01-27T08:08:50-0600,media,unclassified,,,,,,,,,,,,,,,,,,,,
SYFW0023_1,LearningPlatformBeaver-2024-01-31-Wildlife_Camera,SYFW0023,sequence1,2024-01-27T14:09:26-0600,2024-01-27T14:09:26-0600,media,unclassified,,,,,,,,,,,,,,,,,,,,
SYFW0024_1,LearningPlatformBeaver-2024-01-31-Wildlife_Camera,SYFW0024,sequence1,2024-01-27T14:09:40-0600,2024-01-27T14:09:40-0600,media,unclassified,,,,,,,,,,,,,,,,,,,,
SYFW0025_1,LearningPlatformBeaver-2024-01-31-Wildlife_Camera,SYFW0025,sequence1,2024-01-27T08:09:52-0600,2024-01-27T08:09:52-0600,media,unclassified,,,,,,,,,,,,,,,,,,,,
SYFW0026_1,LearningPlatformBeaver-2024-01-31-Wildlife_Camera,SYFW0026,sequence1,2024-01-27T14:10:10-0600,2024-01-27T14:10:10-0600,media,unclassified,,,,,,,,,,,,,,,,,,,,
SYFW0027_1,LearningPlatformBeaver-2024-01-31-Wildlife_Camera,SYFW0027,sequence1,2024-01-27T08:10:24-0600,2024-01-27T08:10:24-0600,media,unclassified,,,,,,,,,,,,,,,,,,,,
SYFW0028_1,LearningPlatformBeaver-2024-01-31-Wildlife_Camera,SYFW0028,sequence1,2024-01-27T14:10:44-0600,2024-01-27T14:10:44-0600,media,unclassified,,,,,,,,,,,,,,,,,,,,
SYFW0029_1,LearningPlatformBeaver-2024-01-31-Wildlife_Camera,SYFW0029,sequence1,2024-01-27T08:10:56-0600,2024-01-27T08:10:56-0600,media,unclassified,,,,,,,,,,,,,,,,,,,,
SYFW0030_1,LearningPlatformBeaver-2024-01-31-Wildlife_Camera,SYFW0030,sequence1,2024-01-27T14:11:13-0600,2024-01-27T14:11:13-0600,media,unclassified,,,,,,,,,,,,,,,,,,,,
SYFW0031_1,LearningPlatformBeaver-2024-01-31-Wildlife_Camera,SYFW0031,sequence1,2024-01-27T08:11:28-0600,2024-01-27T08:11:28-0600,media,unclassified,,,,,,,,,,,,,,,,,,,,
SYFW0032_1,LearningPlatformBeaver-2024-01-31-Wildlife_Camera,SYFW0032,sequence1,2024-01-27T14:11:48-0600,2024-01-27T14:11:48-0600,media,unclassified,,,,,,,,,,,,,,,,,,,,
SYFW0033_1,LearningPlatformBeaver-2024-01-31-Wildlife_Camera,SYFW0033,sequence1,2024-01-27T08:12:00-0600,2024-01-27T08:12:00-0600,media,unclassified,,,,,,,,,,,,,,,,,,,,
SYFW0034_1,LearningPlatformBeaver-2024-01-31-Wildlife_Camera,SYFW0034,sequence1,2024-01-27T14:12:21-0600,2024-01-27T14:12:21-0600,media,unclassified,,,,,,,,,,,,,,,,,,,,
SYFW0035_1,LearningPlatformBeaver-2024-01-31-Wildlife_Camera,SYFW0035,sequence1,2024-01-27T08:12:34-0600,2024-01-27T08:12:34-0600,media,unclassified,,,,,,,,,,,,,,,,,,,,
SYFW0036_1,LearningPlatformBeaver-2024-01-31-Wildlife_Camera,SYFW0036,sequence1,2024-01-27T14:12:53-0600,2024-01-27T14:12:53-0600,media,unclassified,,,,,,,,,,,,,,,,,,,,
SYFW0037_1,LearningPlatformBeaver-2024-01-31-Wildlife_Camera,SYFW0037,sequence1,2024-01-27T08:13:06-0600,2024-01-27T08:13:06-0600,media,unclassified,,,,,,,,,,,,,,,,,,,,
SYFW0038_1,LearningPlatformBeaver-2024-01-31-Wildlife_Camera,SYFW0038,sequence1,2024-01-27T14:13:58-0600,2024-01-27T14:13:58-0600,media,unclassified,,,,,,,,,,,,,,,,,,,,
SYFW0039_1,LearningPlatformBeaver-2024-01-31-Wildlife_Camera,SYFW0039,sequence1,2024-01-27T08:14:10-0600,2024-01-27T08:14:10-0600,media,unclassified,,,,,,,,,,,,,,,,,,,,
SYFW0040_1,LearningPlatformBeaver-2024-01-31-Wildlife_Camera,SYFW0040,sequence1,2024-01-27T14:14:31-0600,2024-01-27T14:14:31-0600,media,unclassified,,,,,,,,,,,,,,,,,,,,
SYFW0041_1,LearningPlatformBeaver-2024-01-31-Wildlife_Camera,SYFW0041,sequence1,2024-01-27T08:14:42-0600,2024-01-27T08:14:42-0600,media,unclassified,,,,,,,,,,,,,,,,,,,,
SYFW0042_1,LearningPlatformBeaver-2024-01-31-Wildlife_Camera,SYFW0042,sequence1,2024-01-27T14:15:05-0600,2024-01-27T14:15:05-0600,media,unclassified,,,,,,,,,,,,,,,,,,,,
SYFW0043_1,LearningPlatformBeaver-2024-01-31-Wildlife_Camera,SYFW0043,sequence1,2024-01-27T14:15:30-0600,2024-01-27T14:15:30-0600,media,unclassified,,,,,,,,,,,,,,,,,,,,
SYFW0044_1,LearningPlatformBeaver-2024-01-31-Wildlife_Camera,SYFW0044,sequence1,2024-01-27T08:15:42-0600,2024-01-27T08:15:42-0600,media,unclassified,,,,,,,,,,,,,,,,,,,,
SYFW0045_1,LearningPlatformBeaver-2024-01-31-Wildlife_Camera,SYFW0045,sequence1,2024-01-27T14:16:05-0600,2024-01-27T14:16:05-0600,media,unclassified,,,,,,,,,,,,,,,,,,,,
SYFW0046_1,LearningPlatformBeaver-2024-01-31-Wildlife_Camera,SYFW0046,sequence1,2024-01-27T08:16:18-0600,2024-01-27T08:16:18-0600,media,unclassified,,,,,,,,,,,,,,,,,,,,
SYFW0047_1,LearningPlatformBeaver-2024-01-31-Wildlife_Camera,SYFW0047,sequence1,2024-01-27T14:19:08-0600,2024-01-27T14:19:08-0600,media,unclassified,,,,,,,,,,,,,,,,,,,,
SYFW0048_1,LearningPlatformBeaver-2024-01-31-Wildlife_Camera,SYFW0048,sequence1,2024-01-27T14:24:56-0600,2024-01-27T14:24:56-0600,media,unclassified,,,,,,,,,,,,,,,,,,,,
SYFW0049_1,LearningPlatformBeaver-2024-01-31-Wildlife_Camera,SYFW0049,sequence1,2024-01-27T08:25:08-0600,2024-01-27T08:25:08-0600,media,unclassified,,,,,,,,,,,,,,,,,,,,
SYFW0050_1,LearningPlatformBeaver-2024-01-31-Wildlife_Camera,SYFW0050,sequence1,2024-01-27T14:39:05-0600,2024-01-27T14:39:05-0600,media,unclassified,,,,,,,,,,,,,,,,,,,,
SYFW0051_1,LearningPlatformBeaver-2024-01-31-Wildlife_Camera,SYFW0051,sequence1,2024-01-27T08:39:18-0600,2024-01-27T08:39:18-0600,media,unclassified,,,,,,,,,,,,,,,,,,,,
SYFW0052_1,LearningPlatformBeaver-2024-01-31-Wildlife_Camera,SYFW0052,sequence1,2024-01-27T14:40:53-0600,2024-01-27T14:40:53-0600,media,unclassified,,,,,,,,,,,,,,,,,,,,
SYFW0053_1,LearningPlatformBeaver-2024-01-31-Wildlife_Camera,SYFW0053,sequence1,2024-01-27T08:41:06-0600,2024-01-27T08:41:06-0600,media,unclassified,,,,,,,,,,,,,,,,,,,,
SYFW0054_1,LearningPlatformBeaver-2024-01-31-Wildlife_Camera,SYFW0054,sequence1,2024-01-27T15:58:01-0600,2024-01-27T15:58:01-0600,media,unclassified,,,,,,,,,,,,,,,,,,,,
SYFW0055_1,LearningPlatformBeaver-2024-01-31-Wildlife_Camera,SYFW0055,sequence1,2024-01-27T09:58:14-0600,2024-01-27T09:58:14-0600,media,unclassified,,,,,,,,,,,,,,,,,,,,
SYFW0056_1,LearningPlatformBeaver-2024-01-31-Wildlife_Camera,SYFW0056,sequence1,2024-01-27T16:03:26-0600,2024-01-27T16:03:26-0600,media,unclassified,,,,,,,,,,,,,,,,,,,,
SYFW0057_1,LearningPlatformBeaver-2024-01-31-Wildlife_Camera,SYFW0057,sequence1,2024-01-27T10:03:38-0600,2024-01-27T10:03:38-0600,media,unclassified,,,,,,,,,,,,,,,,,,,,
SYFW0058_1,LearningPlatformBeaver-2024-01-31-Wildlife_Camera,SYFW0058,sequence1,2024-01-27T16:14:08-0600,2024-01-27T16:14:08-0600,media,unclassified,,,,,,,,,,,,,,,,,,,,
SYFW0059_1,LearningPlatformBeaver-2024-01-31-Wildlife_Camera,SYFW0059,sequence1,2024-01-27T10:14:20-0600,2024-01-27T10:14:20-0600,media,unclassified,,,,,,,,,,,,,,,,,,,,
SYFW0060_1,LearningPlatformBeaver-2024-01-31-Wildlife_Camera,SYFW0060,sequence1,2024-01-27T16:14:38-0600,2024-01-27T16:14:38-0600,media,unclassified,,,,,,,,,,,,,,,,,,,,
SYFW0061_1,LearningPlatformBeaver-2024-01-31-Wildlife_Camera,SYFW0061,sequence1,2024-01-27T10:14:50-0600,2024-01-27T10:14:50-0600,media,unclassified,,,,,,,,,,,,,,,,,,,,
SYFW0062_1,LearningPlatformBeaver-2024-01-31-Wildlife_Camera,SYFW0062,sequence1,2024-01-27T16:17:40-0600,2024-01-27T16:17:40-0600,media,unclassified,,,,,,,,,,,,,,,,,,,,
SYFW0063_1,LearningPlatformBeaver-2024-01-31-Wildlife_Camera,SYFW0063,sequence1,2024-01-27T10:17:52-0600,2024-01-27T10:17:52-0600,media,unclassified,,,,,,,,,,,,,,,,,,,,
SYFW0064_1,LearningPlatformBeaver-2024-01-31-Wildlife_Camera,SYFW0064,sequence1,2024-01-27T22:05:41-0600,2024-01-27T22:05:41-0600,media,unclassified,,,,,,,,,,,,,,,,,,,,
SYFW0065_1,LearningPlatformBeaver-2024-01-31-Wildlife_Camera,SYFW0065,sequence1,2024-01-27T16:05:56-0600,2024-01-27T16:05:56-0600,media,unclassified,,,,,,,,,,,,,,,,,,,,
SYFW0066_1,LearningPlatformBeaver-2024-01-31-Wildlife_Camera,SYFW0066,sequence1,2024-01-27T22:07:00-0600,2024-01-27T22:07:00-0600,media,unclassified,,,,,,,,,,,,,,,,,,,,
SYFW0067_1,LearningPlatformBeaver-2024-01-31-Wildlife_Camera,SYFW0067,sequence1,2024-01-27T16:07:16-0600,2024-01-27T16:07:16-0600,media,unclassified,,,,,,,,,,,,,,,,,,,,
SYFW0068_1,LearningPlatformBeaver-2024-01-31-Wildlife_Camera,SYFW0068,sequence1,2024-01-27T22:07:32-0600,2024-01-27T22:07:32-0600,media,unclassified,,,,,,,,,,,,,,,,,,,,
SYFW0069_1,LearningPlatformBeaver-2024-01-31-Wildlife_Camera,SYFW0069,sequence1,2024-01-27T16:07:48-0600,2024-01-27T16:07:48-0600,media,unclassified,,,,,,,,,,,,,,,,,,,,
SYFW0070_1,LearningPlatformBeaver-2024-01-31-Wildlife_Camera,SYFW0070,sequence1,2024-01-28T02:19:09-0600,2024-01-28T02:19:09-0600,media,unclassified,,,,,,,,,,,,,,,,,,,,
SYFW0071_1,LearningPlatformBeaver-2024-01-31-Wildlife_Camera,SYFW0071,sequence1,2024-01-28T08:41:02-0600,2024-01-28T08:41:02-0600,media,unclassified,,,,,,,,,,,,,,,,,,,,
SYFW0072_1,LearningPlatformBeaver-2024-01-31-Wildlife_Camera,SYFW0072,sequence1,2024-01-28T02:41:14-0600,2024-01-28T02:41:14-0600,media,unclassified,,,,,,,,,,,,,,,,,,,,
SYFW0073_1,LearningPlatformBeaver-2024-01-31-Wildlife_Camera,SYFW0073,sequence1,2024-01-28T08:42:27-0600,2024-01-28T08:42:27-0600,media,unclassified,,,,,,,,,,,,,,,,,,,,
SYFW0074_1,LearningPlatformBeaver-2024-01-31-Wildlife_Camera,SYFW0074,sequence1,2024-01-28T02:42:38-0600,2024-01-28T02:42:38-0600,media,unclassified,,,,,,,,,,,,,,,,,,,,
SYFW0075_1,LearningPlatformBeaver-2024-01-31-Wildlife_Camera,SYFW0075,sequence1,2024-01-28T09:38:17-0600,2024-01-28T09:38:17-0600,media,unclassified,,,,,,,,,,,,,,,,,,,,
SYFW0076_1,LearningPlatformBeaver-2024-01-31-Wildlife_Camera,SYFW0076,sequence1,2024-01-28T03:38:30-0600,2024-01-28T03:38:30-0600,media,unclassified,,,,,,,,,,,,,,,,,,,,
SYFW0077_1,LearningPlatformBeaver-2024-01-31-Wildlife_Camera,SYFW0077,sequence1,2024-01-28T09:40:01-0600,2024-01-28T09:40:01-0600,media,unclassified,,,,,,,,,,,,,,,,,,,,
SYFW0078_1,LearningPlatformBeaver-2024-01-31-Wildlife_Camera,SYFW0078,sequence1,2024-01-28T03:40:12-0600,2024-01-28T03:40:12-0600,media,unclassified,,,,,,,,,,,,,,,,,,,,
SYFW0079_1,LearningPlatformBeaver-2024-01-31-Wildlife_Camera,SYFW0079,sequence1,2024-01-28T11:33:15-0600,2024-01-28T11:33:15-0600,media,unclassified,,,,,,,,,,,,,,,,,,,,
SYFW0080_1,LearningPlatformBeaver-2024-01-31-Wildlife_Camera,SYFW0080,sequence1,2024-01-28T05:33:28-0600,2024-01-28T05:33:28-0600,media,unclassified,,,,,,,,,,,,,,,,,,,,
SYFW0081_1,LearningPlatformBeaver-2024-01-31-Wildlife_Camera,SYFW0081,sequence1,2024-01-28T11:36:23-0600,2024-01-28T11:36:23-0600,media,unclassified,,,,,,,,,,,,,,,,,,,,
SYFW0082_1,LearningPlatformBeaver-2024-01-31-Wildlife_Camera,SYFW0082,sequence1,2024-01-28T05:36:36-0600,2024-01-28T05:36:36-0600,media,unclassified,,,,,,,,,,,,,,,,,,,,
SYFW0083_1,LearningPlatformBeaver-2024-01-31-Wildlife_Camera,SYFW0083,sequence1,2024-01-28T11:38:07-0600,2024-01-28T11:38:07-0600,media,unclassified,,,,,,,,,,,,,,,,,,,,
SYFW0084_1,LearningPlatformBeaver-2024-01-31-Wildlife_Camera,SYFW0084,sequence1,2024-01-28T05:38:20-0600,2024-01-28T05:38:20-0600,media,unclassified,,,,,,,,,,,,,,,,,,,,
SYFW0085_1,LearningPlatformBeaver-2024-01-31-Wildlife_Camera,SYFW0085,sequence1,2024-01-28T11:41:05-0600,2024-01-28T11:41:05-0600,media,unclassified,,,,,,,,,,,,,,,,,,,,
SYFW0086_1,LearningPlatformBeaver-2024-01-31-Wildlife_Camera,SYFW0086,sequence1,2024-01-28T05:41:16-0600,2024-01-28T05:41:16-0600,media,unclassified,,,,,,,,,,,,,,,,,,,,
SYFW0087_1,LearningPlatformBeaver-2024-01-31-Wildlife_Camera,SYFW0087,sequence1,2024-01-28T12:16:23-0600,2024-01-28T12:16:23-0600,media,unclassified,,,,,,,,,,,,,,,,,,,,
SYFW0088_1,LearningPlatformBeaver-2024-01-31-Wildlife_Camera,SYFW0088,sequence1,2024-01-28T06:16:36-0600,2024-01-28T06:16:36-0600,media,unclassified,,,,,,,,,,,,,,,,,,,,
SYFW0089_1,LearningPlatformBeaver-2024-01-31-Wildlife_Camera,SYFW0089,sequence1,2024-01-28T12:17:06-0600,2024-01-28T12:17:06-0600,media,unclassified,,,,,,,,,,,,,,,,,,,,
SYFW0090_1,LearningPlatformBeaver-2024-01-31-Wildlife_Camera,SYFW0090,sequence1,2024-01-28T06:17:18-0600,2024-01-28T06:17:18-0600,media,unclassified,,,,,,,,,,,,,,,,,,,,
SYFW0091_1,LearningPlatformBeaver-2024-01-31-Wildlife_Camera,SYFW0091,sequence1,2024-01-28T12:19:31-0600,2024-01-28T12:19:31-0600,media,unclassified,,,,,,,,,,,,,,,,,,,,
SYFW0092_1,LearningPlatformBeaver-2024-01-31-Wildlife_Camera,SYFW0092,sequence1,2024-01-28T06:19:42-0600,2024-01-28T06:19:42-0600,media,unclassified,,,,,,,,,,,,,,,,,,,,
SYFW0093_1,LearningPlatformBeaver-2024-01-31-Wildlife_Camera,SYFW0093,sequence1,2024-01-28T12:27:00-0600,2024-01-28T12:27:00-0600,media,unclassified,,,,,,,,,,,,,,,,,,,,
SYFW0094_1,LearningPlatformBeaver-2024-01-31-Wildlife_Camera,SYFW0094,sequence1,2024-01-28T06:27:12-0600,2024-01-28T06:27:12-0600,media,unclassified,,,,,,,,,,,,,,,,,,,,
SYFW0095_1,LearningPlatformBeaver-2024-01-31-Wildlife_Camera,SYFW0095,sequence1,2024-01-28T12:29:44-0600,2024-01-28T12:29:44-0600,media,unclassified,,,,,,,,,,,,,,,,,,,,
SYFW0096_1,LearningPlatformBeaver-2024-01-31-Wildlife_Camera,SYFW0096,sequence1,2024-01-28T06:29:56-0600,2024-01-28T06:29:56-0600,media,unclassified,,,,,,,,,,,,,,,,,,,,
SYFW0097_1,LearningPlatformBeaver-2024-01-31-Wildlife_Camera,SYFW0097,sequence1,2024-01-28T13:00:24-0600,2024-01-28T13:00:24-0600,media,unclassified,,,,,,,,,,,,,,,,,,,,
SYFW0098_1,LearningPlatformBeaver-2024-01-31-Wildlife_Camera,SYFW0098,sequence1,2024-01-28T07:00:36-0600,2024-01-28T07:00:36-0600,media,unclassified,,,,,,,,,,,,,,,,,,,,
SYFW0099_1,LearningPlatformBeaver-2024-01-31-Wildlife_Camera,SYFW0099,sequence1,2024-01-28T13:02:17-0600,2024-01-28T13:02:17-0600,media,unclassified,,,,,,,,,,,,,,,,,,,,
SYFW0100_1,LearningPlatformBeaver-2024-01-31-Wildlife_Camera,SYFW0100,sequence1,2024-01-28T07:02:30-0600,2024-01-28T07:02:30-0600,media,unclassified,,,,,,,,,,,,,,,,,,,,
SYFW0101_1,LearningPlatformBeaver-2024-01-31-Wildlife_Camera,SYFW0101,sequence1,2024-01-28T13:38:48-0600,2024-01-28T13:38:48-0600,media,unclassified,,,,,,,,,,,,,,,,,,,,
SYFW0102_1,LearningPlatformBeaver-2024-01-31-Wildlife_Camera,SYFW0102,sequence1,2024-01-28T07:39:00-0600,2024-01-28T07:39:00-0600,media,unclassified,,,,,,,,,,,,,,,,,,,,
SYFW0103_1,LearningPlatformBeaver-2024-01-31-Wildlife_Camera,SYFW0103,sequence1,2024-01-28T13:40:16-0600,2024-01-28T13:40:16-0600,media,unclassified,,,,,,,,,,,,,,,,,,,,
SYFW0104_1,LearningPlatformBeaver-2024-01-31-Wildlife_Camera,SYFW0104,sequence1,2024-01-28T07:40:28-0600,2024-01-28T07:40:28-0600,media,unclassified,,,,,,,,,,,,,,,,,,,,
SYFW0105_1,LearningPlatformBeaver-2024-01-31-Wildlife_Camera,SYFW0105,sequence1,2024-01-28T14:09:46-0600,2024-01-28T14:09:46-0600,media,unclassified,,,,,,,,,,,,,,,,,,,,
SYFW0106_1,LearningPlatformBeaver-2024-01-31-Wildlife_Camera,SYFW0106,sequence1,2024-01-28T08:09:58-0600,2024-01-28T08:09:58-0600,media,unclassified,,,,,,,,,,,,,,,,,,,,
SYFW0107_1,LearningPlatformBeaver-2024-01-31-Wildlife_Camera,SYFW0107,sequence1,2024-01-28T14:10:43-0600,2024-01-28T14:10:43-0600,media,unclassified,,,,,,,,,,,,,,,,,,,,
SYFW0108_1,LearningPlatformBeaver-2024-01-31-Wildlife_Camera,SYFW0108,sequence1,2024-01-28T08:10:54-0600,2024-01-28T08:10:54-0600,media,unclassified,,,,,,,,,,,,,,,,,,,,
SYFW0109_1,LearningPlatformBeaver-2024-01-31-Wildlife_Camera,SYFW0109,sequence1,2024-01-28T14:19:08-0600,2024-01-28T14:19:08-0600,media,unclassified,,,,,,,,,,,,,,,,,,,,
SYFW0110_1,LearningPlatformBeaver-2024-01-31-Wildlife_Camera,SYFW0110,sequence1,2024-01-29T02:19:05-0600,2024-01-29T02:19:05-0600,media,unclassified,,,,,,,,,,,,,,,,,,,,
SYFW0111_1,LearningPlatformBeaver-2024-01-31-Wildlife_Camera,SYFW0111,sequence1,2024-01-29T07:57:50-0600,2024-01-29T07:57:50-0600,media,unclassified,,,,,,,,,,,,,,,,,,,,
SYFW0112_1,LearningPlatformBeaver-2024-01-31-Wildlife_Camera,SYFW0112,sequence1,2024-01-29T01:58:02-0600,2024-01-29T01:58:02-0600,media,unclassified,,,,,,,,,,,,,,,,,,,,
SYFW0113_1,LearningPlatformBeaver-2024-01-31-Wildlife_Camera,SYFW0113,sequence1,2024-01-29T08:27:12-0600,2024-01-29T08:27:12-0600,media,unclassified,,,,,,,,,,,,,,,,,,,,
SYFW0114_1,LearningPlatformBeaver-2024-01-31-Wildlife_Camera,SYFW0114,sequence1,2024-01-29T02:27:24-0600,2024-01-29T02:27:24-0600,media,unclassified,,,,,,,,,,,,,,,,,,,,
SYFW0115_1,LearningPlatformBeaver-2024-01-31-Wildlife_Camera,SYFW0115,sequence1,2024-01-29T08:28:27-0600,2024-01-29T08:28:27-0600,media,unclassified,,,,,,,,,,,,,,,,,,,,
SYFW0116_1,LearningPlatformBeaver-2024-01-31-Wildlife_Camera,SYFW0116,sequence1,2024-01-29T02:28:40-0600,2024-01-29T02:28:40-0600,media,unclassified,,,,,,,,,,,,,,,,,,,,
SYFW0117_1,LearningPlatformBeaver-2024-01-31-Wildlife_Camera,SYFW0117,sequence1,2024-01-29T10:12:04-0600,2024-01-29T10:12:04-0600,media,unclassified,,,,,,,,,,,,,,,,,,,,
SYFW0118_1,LearningPlatformBeaver-2024-01-31-Wildlife_Camera,SYFW0118,sequence1,2024-01-29T04:12:16-0600,2024-01-29T04:12:16-0600,media,unclassified,,,,,,,,,,,,,,,,,,,,
SYFW0119_1,LearningPlatformBeaver-2024-01-31-Wildlife_Camera,SYFW0119,sequence1,2024-01-29T10:15:02-0600,2024-01-29T10:15:02-0600,media,unclassified,,,,,,,,,,,,,,,,,,,,
SYFW0120_1,LearningPlatformBeaver-2024-01-31-Wildlife_Camera,SYFW0120,sequence1,2024-01-29T04:15:14-0600,2024-01-29T04:15:14-0600,media,unclassified,,,,,,,,,,,,,,,,,,,,
SYFW0121_1,LearningPlatformBeaver-2024-01-31-Wildlife_Camera,SYFW0121,sequence1,2024-01-29T10:47:17-0600,2024-01-29T10:47:17-0600,media,unclassified,,,,,,,,,,,,,,,,,,,,
SYFW0122_1,LearningPlatformBeaver-2024-01-31-Wildlife_Camera,SYFW0122,sequence1,2024-01-29T04:47:30-0600,2024-01-29T04:47:30-0600,media,unclassified,,,,,,,,,,,,,,,,,,,,
SYFW0123_1,LearningPlatformBeaver-2024-01-31-Wildlife_Camera,SYFW0123,sequence1,2024-01-29T10:50:52-0600,2024-01-29T10:50:52-0600,media,unclassified,,,,,,,,,,,,,,,,,,,,
SYFW0124_1,LearningPlatformBeaver-2024-01-31-Wildlife_Camera,SYFW0124,sequence1,2024-01-29T04:51:04-0600,2024-01-29T04:51:04-0600,media,unclassified,,,,,,,,,,,,,,,,,,,,
